"player_id","name","height","weight","year_start","year_end","dob","college_id"
"883","Sasha Pavlovic","80","220","2004","2013","1983-11-15","58"
"884","Johan Petro","85","247","2006","2013","1986-01-27","58"
"885","Mickael Pietrus","78","215","2004","2013","1982-02-07","58"
"886","Joel Przybilla","85","255","2001","2013","1979-10-10","7"
"887","Chris Quinn","74","185","2007","2013","1983-09-27","24"
"888","Vladimir Radmanovic","82","227","2002","2013","1980-11-19","58"
"889","Quentin Richardson","78","223","2001","2013","1980-04-13","113"
"890","Brandon Roy","78","215","2007","2013","1984-07-23","126"
"891","Samardo Samuels","81","260","2011","2013","1989-01-09","182"
"892","Josh Selby","74","183","2012","2013","1991-03-27","174"
"893","Nolan Smith","74","185","2012","2013","1988-07-25","29"
"894","Jerry Stackhouse","78","218","1996","2013","1974-11-05","43"
"895","DeShawn Stevenson","77","210","2001","2013","1981-04-03","58"
"896","DaJuan Summers","80","230","2010","2013","1988-01-24","66"
"897","Kurt Thomas","81","230","1996","2013","1972-10-04","40"
"898","Rasheed Wallace","82","225","1996","2013","1974-09-17","43"
"899","Luke Walton","80","235","2004","2013","1980-03-28","173"
"900","Hakim Warrick","81","219","2006","2013","1982-07-08","34"
"901","James White","79","200","2007","2013","1982-10-21","131"
"902","Chris Wilcox","82","221","2003","2013","1982-09-03","77"
"903","Terrence Williams","78","220","2010","2013","1987-06-28","182"
"904","Sam Young","78","220","2010","2013","1985-06-01","147"
"905","Luke Zeller","83","245","2013","2013","1987-04-07","24"
"906","Blake Ahearn","74","190","2008","2012","1984-05-27","133"
"907","Solomon Alabi","85","251","2011","2012","1988-03-21","178"
"908","Morris Almond","78","225","2008","2012","1985-02-02","179"
"909","Gilbert Arenas","75","191","2002","2012","1982-01-06","173"
"910","Kelenna Azubuike","77","220","2007","2012","1983-12-16","79"
"911","Renaldo Balkman","80","208","2007","2012","1984-07-14","25"
"912","Tony Battie","83","230","1998","2012","1976-02-11","12"
"913","Raja Bell","77","204","2001","2012","1976-09-19","55"
"914","Keith Benson","83","240","2012","2012","1988-08-13","144"
"915","Mike Bibby","73","190","1999","2012","1978-05-13","173"
"916","Earl Boykins","65","135","1999","2012","1976-06-02","53"
"917","Craig Brackins","82","230","2011","2012","1987-10-09","36"
"918","Jon Brockman","79","255","2010","2012","1987-03-20","126"
"919","Derrick Brown","79","225","2010","2012","1987-09-08","119"
"920","Derrick Byars","79","220","2012","2012","1984-04-25","122"
"921","Brian Cardinal","80","245","2001","2012","1977-05-02","87"
"922","Anthony Carter","73","190","2000","2012","1975-06-16","49"
"923","Brian Cook","81","234","2004","2012","1980-12-04","99"
"924","Erick Dampier","83","265","1997","2012","1975-07-14","91"
"925","Baron Davis","75","209","2000","2012","1979-04-13","105"
"926","Josh Davis","80","235","2004","2012","1980-08-10","129"
"927","Eric Dawson","81","250","2012","2012","1984-07-07","108"
"928","Ike Diogu","80","250","2006","2012","1983-09-11","155"
"929","Jerome Dyson","75","180","2012","2012","1987-05-01","42"
"930","Francisco Elson","85","235","2004","2012","1976-02-28","100"
"931","Andre Emmett","77","230","2005","2012","1982-08-27","12"
"932","Semih Erden","85","240","2011","2012","1986-07-28","58"
"933","Maurice Evans","77","220","2002","2012","1978-11-08","185"
"934","Christian Eyenga","77","210","2011","2012","1989-06-22","58"
"935","Rudy Fernandez","78","185","2009","2012","1985-04-04","58"
"936","Kyrylo Fesenko","85","288","2008","2012","1986-12-24","58"
"937","Jonny Flynn","73","185","2010","2012","1989-02-06","34"
"938","Jeff Foote","85","265","2012","2012","1987-07-14","94"
"939","Gary Forbes","79","220","2011","2012","1985-02-25","165"
"940","T.J. Ford","73","165","2004","2012","1983-03-24","185"
"941","Courtney Fortson","71","185","2012","2012","1988-05-23","168"
"942","Jeff Foster","83","236","2000","2012","1977-01-16","107"
"943","Dan Gadzuric","83","240","2003","2012","1978-02-02","105"
"944","Sundiata Gaines","73","185","2010","2012","1986-04-18","171"
"945","Mickell Gladness","83","220","2012","2012","1986-07-26","157"
"946","Donte Greene","83","226","2009","2012","1988-02-21","34"
"947","Luke Harangody","80","246","2011","2012","1988-01-02","24"
"948","Darington Hobson","79","210","2012","2012","1987-09-29","16"
"949","Dennis Horner","81","230","2012","2012","1988-02-05","59"
"950","Larry Hughes","77","184","1999","2012","1979-01-23","110"
"951","Yi Jianlian","85","240","2008","2012","1987-10-27","58"
"952","Armon Johnson","75","195","2011","2012","1989-02-23","84"
"953","Carldell Johnson","70","180","2012","2012","1983-01-28","37"
"954","JaJuan Johnson","82","221","2012","2012","1989-02-08","87"
"955","Trey Johnson","77","218","2009","2012","1984-08-30","90"
"956","Jason Kapono","80","213","2004","2012","1981-02-04","105"
"957","D.J. Kennedy","78","215","2012","2012","1989-11-05","45"
"958","Travis Leslie","76","205","2012","2012","1990-03-29","171"
"959","Vernon Macklin","82","227","2012","2012","1986-09-20","138"
"960","Jamaal Magloire","83","259","2001","2012","1978-05-21","79"
"961","Tracy McGrady","80","210","1998","2012","1979-05-24","58"
"962","Brad Miller","83","244","1999","2012","1976-04-12","87"
"963","Jamario Moon","80","205","2008","2012","1980-06-13","106"
"964","Mikki Moore","83","225","1999","2012","1975-11-04","118"
"965","Eduardo Najera","80","240","2001","2012","1976-07-11","85"
"966","Andres Nocioni","79","225","2005","2012","1979-11-30","58"
"967","Mehmet Okur","83","249","2003","2012","1979-05-26","58"
"968","Larry Owens","79","210","2011","2012","1983-01-08","39"
"969","Anthony Parker","78","215","1998","2012","1975-06-19","183"
"970","Michael Redd","78","220","2001","2012","1979-08-24","102"
"971","Ryan Reid","80","232","2012","2012","1986-10-30","178"
"972","Walker Russell","73","170","2012","2012","1982-10-06","65"
"973","Brian Scalabrine","81","241","2002","2012","1978-03-18","4"
"974","Xavier Silas","77","205","2012","2012","1988-01-22","104"
"975","Bobby Simmons","79","210","2002","2012","1980-06-02","113"
"976","James Singleton","80","216","2006","2012","1981-07-20","51"
"977","Brian Skinner","81","255","1999","2012","1976-05-19","124"
"978","Craig Smith","79","250","2007","2012","1983-11-10","128"
"979","Jerry Smith","74","190","2012","2012","1987-09-26","182"
"980","Trey Thompkins","82","245","2012","2012","1990-05-20","171"
"981","Mychel Thompson","78","211","2012","2012","1988-06-01","88"
"982","Edwin Ubiles","78","204","2012","2012","1986-11-26","112"
"983","Ben Uzoh","75","205","2011","2012","1988-03-19","158"
"984","Von Wafer","77","210","2006","2012","1985-07-21","178"
"985","Ben Wallace","81","240","1997","2012","1974-09-10","172"
"986","Darryl Watkins","83","258","2008","2012","1984-11-08","34"
"987","Delonte West","76","180","2005","2012","1983-07-26","175"
"988","Jordan Williams","82","260","2012","2012","1990-10-11","77"
"989","Sean Williams","82","235","2008","2012","1986-09-13","128"
"990","Shelden Williams","81","250","2007","2012","1983-10-21","29"
"991","Maurice Ager","77","202","2007","2011","1984-02-09","139"
"992","Malik Allen","82","255","2002","2011","1978-06-27","127"
"993","David Andersen","83","245","2010","2011","1980-06-23","58"
"994","Carlos Arroyo","74","202","2002","2011","1979-07-30","55"
"995","Marcus Banks","74","200","2004","2011","1981-11-19","149"
"996","Charlie Bell","75","200","2002","2011","1979-03-12","139"
"997","Derrick Caracter","81","275","2011","2011","1988-05-04","160"
"998","Rodney Carney","79","205","2007","2011","1984-04-15","23"
"999","Jarron Collins","83","255","2002","2011","1978-12-02","177"
"1000","Sherron Collins","71","205","2011","2011","1987-03-18","174"
"1001","Marcus Cousin","83","245","2011","2011","1986-12-18","67"
"1002","Antonio Daniels","76","195","1998","2011","1975-03-19","8"
"1003","Zabian Dowdell","75","191","2011","2011","1984-09-10","134"
"1004","Ronald Dupree","79","209","2004","2011","1981-01-26","11"
"1005","Patrick Ewing","80","235","2011","2011","1984-05-20","66"
"1006","Joey Graham","79","225","2006","2011","1982-06-11","89"
"1007","Stephen Graham","78","215","2006","2011","1982-06-11","89"
"1008","Orien Greene","76","208","2006","2011","1982-02-04","72"
"1009","Luther Head","75","185","2006","2011","1982-11-26","99"
"1010","Eddie House","73","180","2001","2011","1978-05-14","155"
"1011","Zydrunas Ilgauskas","87","238","1998","2011","1975-06-05","58"
"1012","Didier Ilunga-Mbenga","85","245","2005","2011","1980-12-30","58"
"1013","Darnell Jackson","81","253","2009","2011","1985-11-07","174"
"1014","Eugene Jeter","71","175","2011","2011","1983-12-02","20"
"1015","Nenad Krstic","85","240","2005","2011","1983-07-25","58"
"1016","Acie Law","75","195","2008","2011","1985-01-25","170"
"1017","Gani Lawal","81","234","2011","2011","1988-11-07","115"
"1018","Sean Marks","82","250","1999","2011","1975-08-23","100"
"1019","Antonio McDyess","81","220","1996","2011","1974-09-07","78"
"1020","Pops Mensah-Bonsu","81","240","2007","2011","1983-09-07","167"
"1021","Yao Ming","90","310","2003","2011","1980-09-12","58"
"1022","Shaquille ONeal","85","325","1993","2011","1972-03-06","11"
"1023","Fabricio Oberto","82","245","2006","2011","1975-03-21","58"
"1024","Morris Peterson","79","218","2001","2011","1977-08-26","139"
"1025","James Posey","80","215","2000","2011","1977-01-13","119"
"1026","Leon Powe","80","240","2007","2011","1984-01-22","100"
"1027","Theo Ratliff","82","225","1996","2011","1973-04-17","129"
"1028","Andy Rautins","76","190","2011","2011","1986-11-02","34"
"1029","Quinton Ross","78","195","2005","2011","1981-04-30","22"
"1030","Garret Siler","83","305","2011","2011","1986-10-25","17"
"1031","Joe Smith","82","225","1996","2011","1975-07-26","77"
"1032","Darius Songaila","81","248","2004","2011","1978-02-14","95"
"1033","Peja Stojakovic","81","220","1999","2011","1977-06-09","58"
"1034","Pape Sy","79","225","2011","2011","1988-04-05","58"
"1035","Jermaine Taylor","76","210","2010","2011","1986-12-08","69"
"1036","Etan Thomas","81","256","2002","2011","1978-04-01","34"
"1037","Al Thornton","80","220","2008","2011","1983-12-07","178"
"1038","Ime Udoka","78","215","2004","2011","1977-08-09","14"
"1039","Willie Warren","76","203","2011","2011","1989-10-22","85"
"1040","Kyle Weaver","78","201","2009","2011","1986-02-18","169"
"1041","Mario West","77","210","2008","2011","1984-06-19","115"
"1042","Jason Williams","73","190","1999","2011","1975-11-18","138"
"1043","Jawad Williams","81","218","2009","2011","1983-02-19","43"
"1044","Antoine Wright","79","210","2006","2011","1984-02-06","170"
"1045","Julian Wright","80","225","2008","2011","1987-05-20","174"
